,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow
2006,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT369$ROW1$RANGE26$LH195 X LH185,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,1,26,369.0,LH195 X LH185,2022-05-17,2022-07-26,2022-07-25,70.0,69.0,-1.0,1424.12,1406.62,-17.5,130.0,280.0,32000.0,25.98,229.97,15.9,58.6,16.5,16.1,4.4,2.5,35.8,15.0,492.0,32.9,162.0,20.5,4.94,71.77,9.52,4.15,0.65,0.87,yellow,0.0,10/31/2022 10:14:23,NA,26-1
2007,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT370$ROW2$RANGE26$PHK76 X W606S,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,2,26,370.0,PHK76 X W606S,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,130.0,290.0,32500.0,21.37,192.67,14.3,59.5,17.0,15.2,3.9,2.6,31.8,14.5,385.0,30.8,122.5,21.3,4.89,71.16,8.98,4.19,0.43,0.79,red,0.0,10/31/2022 10:52:8,NA,26-2
2008,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT371$ROW3$RANGE26$2369 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,3,26,371.0,2369 X 3IIH6,2022-05-17,2022-07-25,2022-07-22,69.0,66.0,-3.0,1406.62,1330.21,-76.4,140.0,310.0,32500.0,22.31,199.87,14.8,58.7,17.5,16.1,4.1,2.5,33.8,17.0,552.0,28.5,160.5,21.0,4.21,68.8,8.9,3.7,0.84,1.12,yellow,0.0,10/31/2022 11:42:0,NA,26-3
2009,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT372$ROW4$RANGE26$LH185 X LH145,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,4,26,372.0,LH185 X LH145,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,110.0,290.0,32000.0,22.38,197.43,16.2,57.7,18.0,16.5,3.6,2.1,35.5,14.0,474.0,28.2,135.1,18.5,5.23,71.52,10.37,3.82,1.25,0.95,orange,0.0,10/31/2022 12:54:59,NA,26-4
2010,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT373$ROW5$RANGE26$LH74 X PHN82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,5,26,373.0,LH74 X PHN82,2022-05-17,2022-07-22,2022-07-20,66.0,64.0,-2.0,1330.21,1285.07,-45.15,120.0,250.0,32000.0,18.34,166.43,13.7,59.3,18.0,16.5,4.4,2.5,39.0,16.0,565.0,32.0,186.3,27.4,4.41,68.21,9.16,3.55,1.06,0.99,yellow,0.0,10/31/2022 13:59:39,NA,26-5
2011,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT374$ROW6$RANGE26$LH185 X W606S,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,61.0,5.0,6,26,374.0,LH185 X W606S,2022-05-17,2022-07-26,2022-07-25,70.0,69.0,-1.0,1424.12,1406.62,-17.5,120.0,280.0,30500.0,17.3,155.53,14.5,59.5,18.6,18.2,3.9,2.5,34.8,13.5,418.0,32.9,137.9,23.2,5.12,70.59,10.1,4.24,1.09,0.89,red,0.0,11/01/2022 9:3:46,NA,26-6
2012,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT375$ROW7$RANGE26$PHK56 X W606S,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,67.0,5.0,7,26,375.0,PHK56 X W606S,2022-05-17,2022-07-25,2022-07-24,69.0,68.0,-1.0,1406.62,1382.47,-24.14,120.0,300.0,33500.0,18.19,164.27,14.2,59.8,17.9,16.0,4.2,2.5,33.8,16.5,485.0,32.3,154.0,26.0,5.48,70.99,8.52,3.07,1.04,0.84,orange,0.0,11/01/2022 9:41:34,NA,26-7
2013,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT376$ROW8$RANGE26$PHP02 X PHN46,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,63.0,5.0,8,26,376.0,PHP02 X PHN46,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,120.0,280.0,31500.0,22.29,202.19,13.8,59.6,15.6,13.9,4.2,2.5,30.0,17.0,467.0,31.8,147.6,19.6,4.37,68.06,9.94,3.41,1.05,1.16,yellow,0.0,11/01/2022 10:50:25,NA,26-8
2014,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT385$ROW1$RANGE27$2369 X PHP02,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,1,27,385.0,2369 X PHP02,2022-05-17,2022-07-22,2022-07-20,66.0,64.0,-2.0,1330.21,1285.07,-45.15,110.0,250.0,32000.0,22.58,201.87,15.0,59.3,17.1,15.2,4.4,3.0,30.5,15.5,462.0,28.8,135.6,23.7,3.26,70.65,10.56,3.44,0.81,0.92,yellow,0.0,10/31/2022 10:15:2,NA,27-1
2015,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT386$ROW2$RANGE27$B73 X MO17,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,62.0,5.0,2,27,386.0,B73 X MO17,2022-05-17,2022-07-29,2022-07-25,73.0,69.0,-4.0,1487.92,1406.62,-81.31,150.0,310.0,31000.0,20.67,183.77,15.5,58.7,16.9,15.2,4.2,3.0,33.5,16.5,476.0,29.8,147.9,21.5,3.11,67.24,11.65,3.17,1.32,1.04,yellow,0.0,10/31/2022 10:52:56,NA,27-2
2016,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT387$ROW3$RANGE27$2369 X PHN82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,3,27,387.0,2369 X PHN82,2022-05-17,2022-07-25,2022-07-24,69.0,68.0,-1.0,1406.62,1382.47,-24.14,130.0,270.0,32000.0,26.06,230.96,15.7,58.2,17.5,16.0,4.5,3.0,36.5,16.0,532.0,30.0,172.4,26.3,3.25,72.59,8.38,3.57,0.33,0.74,yellow,0.0,10/31/2022 11:42:39,NA,27-3
2017,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT388$ROW4$RANGE27$PHB47 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,4,27,388.0,PHB47 X 3IIH6,2022-05-17,2022-07-22,2022-07-20,66.0,64.0,-2.0,1330.21,1285.07,-45.15,120.0,290.0,32000.0,22.66,206.4,13.4,59.4,18.4,16.2,4.1,2.6,31.8,16.0,488.0,26.8,137.0,18.8,3.31,67.59,10.55,3.22,1.09,0.93,yellow,0.0,10/31/2022 12:55:38,NA,27-4
2018,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT389$ROW5$RANGE27$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,68.0,5.0,5,27,389.0,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-26,70.0,70.0,0.0,1424.12,1424.12,0.0,100.0,270.0,34000.0,14.54,131.73,13.9,59.0,16.0,15.1,4.9,2.5,36.0,16.0,517.0,32.2,173.5,21.9,2.95,71.69,9.04,3.82,1.97,1.28,yellow,1.47,10/31/2022 14:0:16,Solar Panels,27-5
2019,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT390$ROW6$RANGE27$PHK56 X LH198,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,62.0,5.0,6,27,390.0,PHK56 X LH198,2022-05-17,2022-07-25,2022-07-25,69.0,69.0,0.0,1406.62,1406.62,0.0,130.0,290.0,31000.0,24.58,221.72,14.3,59.8,12.6,12.4,4.5,2.5,28.8,16.0,414.0,31.5,135.9,18.1,3.44,68.98,10.23,3.24,1.08,0.89,yellow,1.61,11/01/2022 9:4:20,NA,27-6
2020,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT391$ROW7$RANGE27$PHB47 X LH185,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,67.0,5.0,7,27,391.0,PHB47 X LH185,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,100.0,270.0,33500.0,17.8,161.26,13.9,59.9,15.2,14.5,4.4,2.5,30.2,14.5,459.0,27.9,135.6,15.9,2.71,70.92,9.46,3.28,1.06,0.75,yellow,0.0,11/01/2022 9:42:6,NA,27-7
2021,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT392$ROW8$RANGE27$LH82 X PHB47,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,63.0,5.0,8,27,392.0,LH82 X PHB47,2022-05-17,2022-07-25,2022-07-21,69.0,65.0,-4.0,1406.62,1307.06,-99.56,110.0,270.0,31500.0,20.43,183.63,14.6,59.2,17.4,15.2,4.5,2.5,37.8,17.5,651.0,25.0,166.2,22.4,4.37,71.62,10.06,4.42,0.73,0.91,yellow,1.59,11/01/2022 10:51:1,NA,27-8
2022,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT401$ROW1$RANGE28$B73 X PHZ51,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,51.0,5.0,1,28,401.0,B73 X PHZ51,2022-05-17,2022-07-25,2022-07-21,69.0,65.0,-4.0,1406.62,1307.06,-99.56,160.0,NA,25500.0,20.0,179.21,14.8,59.4,17.0,15.9,4.5,3.0,35.0,16.2,538.0,28.9,156.2,25.6,2.26,71.7,9.57,3.77,0.51,0.78,yellow,0.0,10/31/2022 10:15:38,NA,28-1
2023,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT402$ROW2$RANGE28$2369 X LH123HT,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,63.0,5.0,2,28,402.0,2369 X LH123HT,2022-05-17,2022-07-29,2022-07-25,73.0,69.0,-4.0,1487.92,1406.62,-81.31,140.0,310.0,31500.0,23.85,208.85,16.8,57.9,16.2,15.1,4.5,3.0,34.2,15.0,413.0,31.6,130.7,24.3,3.69,70.61,10.4,4.0,1.03,0.83,yellow,0.0,10/31/2022 10:53:42,NA,28-2
2024,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT403$ROW3$RANGE28$LH74 X PHM49,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,3,28,403.0,LH74 X PHM49,2022-05-17,2022-07-25,2022-07-24,69.0,68.0,-1.0,1406.62,1382.47,-24.14,130.0,260.0,32500.0,22.43,198.04,16.1,58.1,15.1,13.1,3.8,2.1,29.8,14.5,379.0,32.4,121.6,15.6,2.63,71.34,9.44,3.51,0.64,0.74,yellow,0.0,10/31/2022 11:43:20,NA,28-3
2025,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT404$ROW4$RANGE28$LH82 X PHJ89,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,62.0,5.0,4,28,404.0,LH82 X PHJ89,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,120.0,280.0,31000.0,23.2,212.56,12.9,59.8,17.2,16.1,4.5,3.0,37.0,17.5,574.0,25.5,151.8,17.5,3.14,71.72,9.59,3.37,0.2,0.9,yellow,0.0,10/31/2022 12:56:19,NA,28-4
2026,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT405$ROW5$RANGE28$SYNGENTA NK0760-3111,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,66.0,5.0,5,28,405.0,SYNGENTA NK0760-3111,2022-05-17,2022-07-26,2022-07-25,70.0,69.0,-1.0,1424.12,1406.62,-17.5,120.0,270.0,33000.0,20.35,183.94,14.1,58.9,17.8,16.9,4.1,2.4,42.8,15.0,580.0,31.4,180.5,24.7,2.54,71.74,9.12,3.94,1.64,1.22,yellow,0.0,10/31/2022 14:0:51,Solar Panels,28-5
2027,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT406$ROW6$RANGE28$PHP02 X PHJ89,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,69.0,5.0,6,28,406.0,PHP02 X PHJ89,2022-05-17,2022-07-21,2022-07-20,65.0,64.0,-1.0,1307.06,1285.07,-21.99,120.0,290.0,34500.0,20.7,188.26,13.6,60.2,17.6,16.6,4.5,3.0,37.5,14.5,500.0,30.5,155.3,20.8,2.31,72.27,9.42,3.84,0.28,0.86,yellow,0.0,11/01/2022 9:5:0,NA,28-6
2028,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT407$ROW7$RANGE28$PHB47 X PHJ89,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,7,28,407.0,PHB47 X PHJ89,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,130.0,270.0,32000.0,19.98,181.27,13.8,60.0,16.1,14.8,3.6,2.1,35.8,14.5,516.0,25.6,130.2,15.7,3.46,69.91,10.99,4.57,0.49,0.8,yellow,0.0,11/01/2022 9:42:45,NA,28-7
2029,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT408$ROW8$RANGE28$PHK76 X LH198,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,68.0,5.0,8,28,408.0,PHK76 X LH198,2022-05-17,2022-07-25,2022-07-22,69.0,66.0,-3.0,1406.62,1330.21,-76.4,130.0,300.0,34000.0,22.05,199.1,14.2,59.6,16.8,14.9,4.2,3.0,34.8,12.8,427.0,32.3,143.1,24.1,3.74,70.36,10.5,4.39,0.62,0.82,yellow,0.0,11/01/2022 10:51:34,NA,28-8
2030,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT417$ROW1$RANGE29$B37 X H95,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,62.0,5.0,1,29,417.0,B37 X H95,2022-05-17,2022-08-01,2022-07-25,76.0,69.0,-7.0,1553.21,1406.62,-146.6,140.0,310.0,31000.0,14.66,128.12,16.9,58.1,14.4,13.6,3.8,2.6,32.2,18.0,463.0,25.5,115.6,24.9,3.89,67.51,11.41,4.62,1.37,0.92,yellow,0.0,10/31/2022 10:16:13,NA,29-1
2031,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT418$ROW2$RANGE29$PHN46 X PHK56,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,57.0,5.0,2,29,418.0,PHN46 X PHK56,2022-05-17,2022-07-25,2022-07-24,69.0,68.0,-1.0,1406.62,1382.47,-24.14,120.0,290.0,28500.0,22.21,196.41,15.9,58.3,14.9,13.8,4.4,2.5,34.8,16.0,469.0,29.7,148.7,20.6,3.2,69.92,9.63,3.47,0.85,0.96,yellow,0.0,10/31/2022 10:54:19,NA,29-2
2032,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT419$ROW3$RANGE29$PHP02 X W606S,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,67.0,5.0,3,29,419.0,PHP02 X W606S,2022-05-17,2022-07-21,2022-07-20,65.0,64.0,-1.0,1307.06,1285.07,-21.99,140.0,290.0,33500.0,27.1,239.84,15.9,58.2,14.6,14.0,4.1,2.8,30.2,16.0,353.0,33.0,117.3,20.5,3.84,71.39,9.55,4.36,0.51,0.89,orange,0.0,10/31/2022 12:18:52,NA,29-3
2033,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT420$ROW4$RANGE29$PHP02 X PHK56,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,4,29,420.0,PHP02 X PHK56,2022-05-17,2022-07-21,2022-07-20,65.0,64.0,-1.0,1307.06,1285.07,-21.99,120.0,300.0,32500.0,24.54,224.64,13.0,59.7,15.0,13.5,4.0,2.5,32.8,16.5,458.0,30.6,139.8,20.2,3.52,68.29,9.31,3.15,1.02,0.96,yellow,0.0,10/31/2022 12:56:58,NA,29-4
2034,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT421$ROW5$RANGE29$PHP02 X LH185,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,44.0,5.0,5,29,421.0,PHP02 X LH185,2022-05-17,2022-07-26,2022-07-21,70.0,65.0,-5.0,1424.12,1307.06,-117.06,120.0,260.0,22000.0,23.43,209.23,15.1,58.2,20.2,18.5,4.9,3.0,40.8,14.5,485.0,39.8,193.8,29.1,2.71,67.68,9.76,4.02,1.35,1.09,yellow,0.0,10/31/2022 14:1:33,NA,29-5
2035,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT422$ROW6$RANGE29$B73 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,6,29,422.0,B73 X 3IIH6,2022-05-17,2022-07-25,2022-07-21,69.0,65.0,-4.0,1406.62,1307.06,-99.56,150.0,310.0,32500.0,22.84,208.03,13.4,60.3,18.0,16.4,4.9,3.0,35.8,20.0,642.0,29.4,190.0,24.6,3.48,68.33,8.5,4.28,0.93,1.15,yellow,0.0,11/01/2022 9:5:35,NA,29-6
2036,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT423$ROW7$RANGE29$PHK76 X LH82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,7,29,423.0,PHK76 X LH82,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,120.0,270.0,32500.0,17.17,156.22,13.5,60.2,15.9,13.0,3.5,2.5,29.5,16.0,395.0,24.8,97.7,14.4,4.05,71.09,9.39,4.51,0.3,0.89,yellow,0.0,11/01/2022 9:43:20,NA,29-7
2037,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT424$ROW8$RANGE29$PHP02 X LH82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,66.0,5.0,8,29,424.0,PHP02 X LH82,2022-05-17,2022-07-22,2022-07-21,66.0,65.0,-1.0,1330.21,1307.06,-23.15,130.0,260.0,33000.0,19.26,174.02,14.1,59.5,17.2,13.9,4.0,2.8,30.5,18.5,511.0,24.3,123.6,20.6,4.29,69.36,10.93,4.78,0.52,0.98,yellow,0.0,11/01/2022 10:52:7,NA,29-8
2038,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT433$ROW1$RANGE30$LH195 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,63.0,5.0,1,30,433.0,LH195 X 3IIH6,2022-05-17,2022-07-25,2022-07-22,69.0,66.0,-3.0,1406.62,1330.21,-76.4,130.0,280.0,31500.0,22.9,203.43,15.6,58.7,18.1,16.0,4.4,2.5,33.8,16.5,566.0,25.6,159.3,21.4,4.09,69.74,9.14,3.72,0.58,1.05,yellow,0.0,10/31/2022 10:16:46,NA,30-1
2039,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT434$ROW2$RANGE30$HOEGEMEYER 8065RR,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,2,30,434.0,HOEGEMEYER 8065RR,2022-05-17,2022-07-25,2022-07-21,69.0,65.0,-4.0,1406.62,1307.06,-99.56,130.0,280.0,32500.0,27.4,240.91,16.4,58.0,17.0,15.4,4.5,2.5,33.5,15.5,545.0,33.6,182.4,19.1,3.85,71.42,9.54,4.09,0.42,1.02,yellow,9.23,10/31/2022 10:55:3,NA,30-2
2040,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT435$ROW3$RANGE30$PIONEER P0589 AMXT,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,67.0,5.0,3,30,435.0,PIONEER P0589 AMXT,2022-05-17,2022-07-25,2022-07-22,69.0,66.0,-3.0,1406.62,1330.21,-76.4,120.0,260.0,33500.0,26.95,243.8,14.0,59.4,18.2,15.4,4.5,2.5,34.2,17.5,611.0,31.0,190.6,23.6,NA,NA,NA,NA,NA,NA,yellow,0.0,10/31/2022 12:19:32,NA,30-3
2041,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT436$ROW4$RANGE30$PHW52 X PHN82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,68.0,5.0,4,30,436.0,PHW52 X PHN82,2022-05-17,2022-07-25,2022-07-22,69.0,66.0,-3.0,1406.62,1330.21,-76.4,120.0,280.0,34000.0,28.91,253.09,16.8,57.3,19.0,17.2,4.8,2.8,34.8,15.2,478.0,34.3,168.4,27.0,4.79,71.85,9.17,3.85,0.37,0.97,yellow,0.0,10/31/2022 12:57:40,NA,30-4
2042,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT437$ROW5$RANGE30$PHW52 X PHZ51,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,5,30,437.0,PHW52 X PHZ51,2022-05-17,2022-07-26,2022-07-21,70.0,65.0,-5.0,1424.12,1307.06,-117.06,120.0,290.0,32500.0,23.55,209.82,15.3,58.3,17.5,16.2,4.8,2.5,33.2,15.0,475.0,32.3,162.1,25.4,4.83,71.52,9.41,4.55,0.42,0.99,yellow,0.0,10/31/2022 14:2:13,NA,30-5
2043,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT438$ROW6$RANGE30$F42 X OH43,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,6,30,438.0,F42 X OH43,2022-05-17,2022-07-29,2022-07-20,73.0,64.0,-9.0,1487.92,1285.07,-202.86,130.0,290.0,32500.0,14.76,131.69,15.2,59.0,14.1,12.0,4.1,2.5,23.2,18.5,402.0,29.1,121.2,19.8,5.06,68.76,11.89,4.25,1.02,1.09,yellow,0.0,11/01/2022 9:6:8,NA,30-6
2044,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT439$ROW7$RANGE30$N209 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,7,30,439.0,N209 X 3IIH6,2022-05-17,2022-07-24,2022-07-22,68.0,66.0,-2.0,1382.47,1330.21,-52.26,150.0,270.0,32500.0,21.13,193.55,12.9,60.6,17.1,15.8,4.6,2.6,32.2,20.0,541.0,26.6,146.5,16.7,4.65,68.3,9.53,3.45,1.09,1.11,yellow,0.0,11/01/2022 9:43:53,NA,30-7
2045,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT440$ROW8$RANGE30$B105 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,8,30,440.0,B105 X 3IIH6,2022-05-17,2022-07-24,2022-07-20,68.0,64.0,-4.0,1382.47,1285.07,-97.4,130.0,290.0,32000.0,21.08,191.24,13.7,59.6,17.2,15.1,4.5,2.5,31.2,17.2,424.0,27.9,127.2,16.1,4.52,69.98,8.32,3.48,0.76,0.95,yellow,0.0,11/01/2022 10:52:42,NA,30-8
2046,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT449$ROW1$RANGE31$WF9 X H95,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,65.0,5.0,1,31,449.0,WF9 X H95,2022-05-17,2022-07-30,2022-07-24,74.0,68.0,-6.0,1507.97,1382.47,-125.5,140.0,290.0,32500.0,11.95,107.14,14.8,59.3,13.5,11.9,3.6,2.5,28.5,16.5,397.0,27.9,105.8,20.4,4.06,68.44,13.15,3.97,0.6,0.89,yellow,3.08,10/31/2022 10:17:31,NA,31-1
2047,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT450$ROW2$RANGE31$2FACC X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,2,31,450.0,2FACC X 3IIH6,2022-05-17,2022-07-20,2022-07-19,64.0,63.0,-1.0,1285.07,1258.26,-26.81,120.0,280.0,32000.0,22.51,204.12,13.8,59.6,17.2,15.8,4.9,3.0,35.8,17.5,495.0,31.8,154.3,24.4,3.17,68.47,9.38,4.06,0.96,1.04,yellow,0.0,10/31/2022 10:55:41,NA,31-2
2048,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT451$ROW3$RANGE31$LH195 X LH123HT,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,69.0,5.0,3,31,451.0,LH195 X LH123HT,2022-05-17,2022-07-28,2022-07-26,72.0,70.0,-2.0,1469.03,1424.12,-44.91,140.0,300.0,34500.0,22.31,196.29,16.4,57.8,16.1,15.4,3.9,2.8,33.2,16.0,492.0,27.6,142.4,22.3,4.23,70.7,10.78,3.23,0.94,0.82,yellow,0.0,10/31/2022 12:20:12,NA,31-3
2049,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT452$ROW4$RANGE31$B73 X PHN82,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,62.0,5.0,4,31,452.0,B73 X PHN82,2022-05-17,2022-07-26,2022-07-24,70.0,68.0,-2.0,1424.12,1382.47,-41.65,150.0,310.0,31000.0,26.63,231.26,17.4,57.0,15.2,13.6,4.8,3.0,32.8,17.5,471.0,31.1,147.1,24.0,3.23,72.94,8.44,3.18,0.49,0.82,yellow,0.0,10/31/2022 12:58:17,NA,31-4
2050,NORTH PLATTE$HIPS - FULL IRRIGATION - HIGH NITROGEN$REP1$PLOT453$ROW5$RANGE31$PHT69 X 3IIH6,North Platte1,North Platte1,8.6,High,225.0,NA,17.5,64.0,5.0,5,31,453.0,PHT69 X 3IIH6,2022-05-17,2022-07-18,2022-07-16,62.0,60.0,-2.0,1232.44,1184.69,-47.75,110.0,270.0,32000.0,22.06,200.51,13.6,59.1,18.4,17.6,4.6,2.8,37.8,16.5,413.0,31.5,131.4,16.9,2.48,69.97,7.85,4.07,0.72,1.0,yellow,3.12,10/31/2022 14:2:52,NA,31-5
